id,vendor_release_id,vendor_release_slug,name,total_mints
32090,c87542cc-5450-4908-8aa7-3cc1b91bd3e2,24-8n8,1 + 2 * 11,1
32117,edff9a7b-eee2-41fa-ab6e-7a4b220aa9ee,18-gdw,6 + 1 * 11,1
32132,87a49636-1a50-4711-8127-9f3fafc38a74,8-rmu,7 + 0 * 11,1
32164,ae1dc120-812f-4f36-8fb0-b952cad09e59,12-s16,0 + 1 * 11,1
32194,76fe3d10-a5c7-4c70-897a-2197a6ec3ed4,27-t7m,4 + 2 * 11,1
32222,527a291d-49f5-4ddc-81f6-0331f9e08be9,faunette-0ig,Faunette,8
32236,e3b5eb72-72eb-4e3b-a013-eab8e4f46d99,artwork-4-enb,3 + 0 * 11,1
32238,bcc61164-ef63-459e-911c-ba79ac97e4cb,5-7j4,4 + 0 * 11,1
32251,ea5031d2-7754-4d50-8695-5e3b7c2b5df0,16-jqb,4 + 1 * 11,1
32284,f15bce66-da54-4f05-bc29-7ef15202b0c3,the-hand-heart-problem-egk,The Hand-Heart Problem,8
32287,a6463015-af79-43cf-ab25-84074828ac4b,curse-tablet-let,Curse Tablet,8
32318,8323eb9a-b406-4fbc-8550-fcd12213440a,gray-matter-dhq,Gray Matter,1
32319,5d67190d-28d7-493c-85c8-563c32de44ff,mumble-ydw,Mumble,8
32433,d78f0375-3173-4a51-a52e-a211b79acf88,aes-f-artwork-2-bf3,"Turandot 2070, Lynx Avatar",1
33261,abf1fd61-b911-402b-9e2e-d7dcf96c4d82,sketches-in-iron-8tq,Sketches in Iron,1
33398,0f7a9421-44df-4d9c-a0d0-f850e4fdd43f,36-points-17-vee,36 Points #17,1
33455,b0cd5f03-3a5b-4be3-9c58-b05d2b388c5a,36-points-30-vtf,36 Points #30,1
33460,81c8f5d2-9f23-4584-8ee5-f7c975dc7951,36-points-11-p5x,36 Points #11,1
33545,e9c74592-8483-4511-adb2-16ef4730ca1a,36-points-display-edition-hsh,36 Points Display Edition,1
33596,69a35835-465b-4612-8e3c-67373efebf20,reeps-one-qxy,Machine Inspired Voice 00.1,100
38749,1b605863-0e96-4380-b90f-e5211f96c071,e-volved-formula-13-8ua,E-volved Formula #13,1
39033,8ea87e8d-51c1-411a-b3d6-cf1c86e14747,e-volved-formula-15-15o,E-volved Formula #15,1
42500,4ac90d22-2b94-4dad-8685-3df950746010,infinite-entropy-7-vit,Infinite Entropy 7,1
43605,f0f2f42e-d24f-44a2-85a1-4d85aa84c9ee,dataland-rainforest-wef-2024-memento-wi6,DATALAND: Rainforest – WEF 2024 Memento,
146110,10b93289-a501-4b34-b0a5-514f70a83a1b,e-volved-formula-22-svy,E-volved Formula #22,1
523983,2da1ec21-e476-40df-bc45-fb07573bdfe5,36-points-10-3xd,36 Points #10,1
523984,2dbd7ac7-afe2-43fd-a83c-2156406c158e,36-points-08-lmx,36 Points #08,1
523985,94c4b51e-3c29-4568-9545-0556b290e14b,36-points-12-qir,36 Points #12,1
523989,6835b45f-7f3f-4caf-8a74-d52b35a24df1,36-points-36-lym,36 Points #36,1
523992,dc560d90-2d89-45be-a639-ebc3ab496f43,36-points-32-wxm,36 Points #32,1
523995,6f5db274-ea1f-47b6-82ab-13b0ad650d36,36-points-03-8pg,36 Points #03,1
523998,35b11663-0ced-4c14-9113-b5d763da0040,36-points-34-6np,36 Points #34,1
523999,102f320e-2315-49a5-b0d9-bb96da1bf820,36-points-19-jfp,36 Points #19,1
524000,f004b2e2-91bf-4517-8815-faea12a3f062,36-points-24-v4n,36 Points #24,1
524001,a2ba079e-319b-425a-b3df-6bb68c1b7343,36-points-02-frs,36 Points #02,1
524013,bfecf42e-41e0-46a7-a948-435c5439d574,36-points-04-xli,36 Points #04,1
524015,05c97416-7379-4d26-a61d-61277b939d3f,36-points-18-bt2,36 Points #18,1
524016,361076b7-b4f5-4b47-b800-8c1f31100271,36-points-23-59e,36 Points #23,1
524017,cddc55e9-15b1-453e-9f5f-359171be96b5,36-points-13-r18,36 Points #13,1
524019,f128ae45-67bf-41f7-bef6-cdb30ec3c02b,36-points-29-bbq,36 Points #29,1
524020,7ad28960-94f5-465f-b586-9d7834da476b,36-points-15-ppr,36 Points #15,1
524021,7e92539c-65ce-426b-a243-9b043d0defda,36-points-25-w6r,36 Points #25,1
524025,cf4a1884-2d79-4875-bba1-20206a8a489c,36-points-31-ldi,36 Points #31,1
524026,ff673a40-0bfb-4ac9-b6a3-2d9cc8385463,36-points-09-hot,36 Points #09,1
524027,cb0fc2d2-1e7b-4a39-b518-2be692a52ffc,36-points-28-b4e,36 Points #28,1
524028,c32b4f0b-d3dc-43b8-bce2-011b82e57c97,36-points-07-rtc,36 Points #07,1
524029,f65cb7b3-89e2-47eb-9e73-3b371105e15e,36-points-01-abi,36 Points #01,1
524031,193dc737-9fe3-4f98-8714-c484cb4ce3e8,36-points-16-wte,36 Points #16,1
524032,e5437c4c-e32c-40e4-9b0a-074db2d11a6a,36-points-06-w4c,36 Points #06,1
524033,669bc223-2deb-48f3-b5ba-e44d086bee6c,36-points-21-hkd,36 Points #21,1
524034,f421b0af-2ebc-4fa3-a9c1-de2ae7662c3e,36-points-33-yq4,36 Points #33,1
524035,500ccc6e-d7ad-443f-a9df-0bf709b3b3c9,36-points-27-mj9,36 Points #27,1
524037,f4cf4ad5-b654-48d3-8ea0-85ec65eb17fa,36-points-05-niu,36 Points #05,1
