"title","edition","artwork_id","token_id","swap_cid","artwork_meta_cid","artwork_updated_at","swap_updated_at"
Embryogenesis,53,e485d40463451991a6a4eea2f975ea7814b1b3f8c9dfe6211e6eb39054c2d6cd,"44167818044023130787199848224279273835352034260250746807952745844318335090334",QmX9t44GYzgzPKxb44JTuF3capj2njHMHGBTQNPkhaRDMg,,2025-12-26 16:59:25.000 +0800,2023-04-11 05:23:26.742 +0800
Embryogenesis,55,e507182d318f48d90462c2b34262fccb88dad51e9f7cafdc8b02605d568a4562,"44167818044023130787199848224279273835352034260250746807952745844318335090336",QmS2vwZa2b1ajV8CcAxcCs96tkpAvYm5AzCyvE8oEjzDYN,,2025-06-04 11:09:27.291 +0800,2024-10-05 14:30:00.800 +0800
Embryogenesis,56,d32cf7872610fc41c2a7c14be035b02d3e11c4070679adde62a42cf77614dc5a,"44167818044023130787199848224279273835352034260250746807952745844318335090337",QmYiRstC6c2ioCSUFhqeecQZaHCjVYGN7iRnPxjEZxLaTV,,2025-12-26 16:59:25.000 +0800,2023-04-12 14:21:03.539 +0800
Embryogenesis,57,ffbd6df25e3aa38393b120a86c4eda1aa4bd87b5603a27dfca6db5d9e1fcbea9,"44167818044023130787199848224279273835352034260250746807952745844318335090338",Qmdzw5f6ubpVyFJLK6m9XeUKZccVprtX1W9kqXvRu55W98,,2025-12-26 16:59:25.000 +0800,2022-04-02 03:52:24.084 +0800
Embryogenesis,59,c434d7e76486db6888cbc3a61bd99aead4b38b4725c401d70cb53179e0b6cc1f,"44167818044023130787199848224279273835352034260250746807952745844318335090340",QmfB1r6Zc3Cy912jfPiduc2LyBm8nhnsgEemeqLi5LDLmE,,2025-12-26 16:59:25.000 +0800,2022-12-10 13:18:43.457 +0800
Embryogenesis,60,"4dc9a4211ae43de0170c69cd6034afe505fcc8f0043ba942e69cd97c8b08ae98","44167818044023130787199848224279273835352034260250746807952745844318335090341",QmdWn1xUUqxscDi6DQpnsmtBYgD227eJVpDDEk7o6WETiv,,2025-12-26 16:59:24.000 +0800,2023-04-07 16:58:35.492 +0800
Embryogenesis,62,"2c676b77c6db8442a6fce16d387ee7e03b7e1f1143aeef6cd17c4f05f8d79ee2","44167818044023130787199848224279273835352034260250746807952745844318335090343",QmX3ecn7QWSfMik35NhxULi2hZ5FEPsy45cbWQkQR2uhd4,,2025-12-26 16:59:24.000 +0800,2022-09-18 01:21:27.209 +0800
Embryogenesis,63,d97df0f97e5ef9fbd2f1721f24cd68b6a0945585f23a286997961dd0218fe6c1,"44167818044023130787199848224279273835352034260250746807952745844318335090344",QmXgp5zp1fG52fntEv98QwUjbu6dU5tCejwZ7HpnMzbmBb,,2025-12-26 16:59:25.000 +0800,2023-04-16 00:04:55.890 +0800
Embryogenesis,66,d36e69edd7d618e4464e8fd6b3b74fc9e3743b7a9783c540ed0181d2124d036d,"44167818044023130787199848224279273835352034260250746807952745844318335090347",QmYdTWxE3eSDdzxEw7vt4vfGm3uneCkRyDvjcTYPVJVPfT,,2025-12-26 16:59:25.000 +0800,2022-08-13 22:06:55.207 +0800
Embryogenesis,67,ed6edde8e2f1482189a68c912baaf85c7b714b1d221ff76eca1c3291ca7afec6,"44167818044023130787199848224279273835352034260250746807952745844318335090348",QmbW3NPHzz8CWXszngo85Hwf4bsTpDftE6n7X4QH29M4ij,,2025-12-26 16:59:25.000 +0800,2023-04-14 13:46:15.517 +0800
Embryogenesis,69,b39b5165c4fd33b1239aeac9f3eea41af6059a370eaa932a5d20f42b1622704c,"44167818044023130787199848224279273835352034260250746807952745844318335090350",QmSwX3S9Dbr8vBGMpGWQ79HP2p8sFCq9Mr5EMNX2krSrrL,,2025-12-26 16:59:25.000 +0800,2022-08-24 12:56:08.452 +0800
Embryogenesis,72,"99312849fd0dd8659ed75dd0a1f11d8c9ad78d3b389ff0e143b02a5eb7da3d73","44167818044023130787199848224279273835352034260250746807952745844318335090353",QmRCJGv4ciGHYiKG3gme3UDuV1qGWfN4ECNn3VYkDtQ9BG,,2025-06-04 11:09:27.291 +0800,2023-05-31 09:27:58.309 +0800
Embryogenesis,73,"00f99c5bd6e6cabb6c3701e2d5c5aabbcbe44551bd7116c9d4fb322dabd4f06a","44167818044023130787199848224279273835352034260250746807952745844318335090354",QmZvjaPGrKvD4gNWvKQkZQVEV44WaEe5fzEo7QipC839dB,,2025-12-26 16:59:24.000 +0800,2023-09-28 16:19:59.311 +0800
Embryogenesis,74,f72de3cd120529d9650a3f1436e03d9765d6415ce6687f4b72b2751a3646c4a3,"44167818044023130787199848224279273835352034260250746807952745844318335090355",Qmdtos4HkRm9V82vf3Gv7MeUqGA2RogpJVsDUijqR2Xi15,,2025-12-26 16:59:25.000 +0800,2023-09-29 12:27:22.187 +0800
Embryogenesis,76,f0a77aab3c82b43f7d1f1cd8c2477d813c2b50cb6a9ae3de83d509bc7309095c,"44167818044023130787199848224279273835352034260250746807952745844318335090357",QmYpf8oDvucvL2SfT3fXfWJgBHnQdegoJ21YZz1yVrYPPp,,2025-12-26 16:59:25.000 +0800,2022-12-28 11:10:06.090 +0800
Embryogenesis,79,f9bdd12e0aac279ac192961d6c4ed5c3d07b5d1d282ece8b810a31dcdef2ae90,"44167818044023130787199848224279273835352034260250746807952745844318335090360",QmU6525dCTS66RpLjsfVZvuKtkRKY8rz21dC8CVhRmaKjt,,2025-12-26 16:59:25.000 +0800,2023-04-07 01:15:23.161 +0800
Embryogenesis,81,b5d1338c38a9ac4fe2cb6a0abf7f4bf6e4d8e262b593b488fde1703f9b522cee,"44167818044023130787199848224279273835352034260250746807952745844318335090362",Qma38H9Ga1jWB75YLMKafvw5JcckTnRBX3RNTEzALmVL9s,,2025-12-26 16:59:25.000 +0800,2023-04-07 13:44:37.099 +0800
Embryogenesis,82,fe33dd89db16e4526e0cbca20c4f19efdc3beb685d268362f72b29156a14f34e,"44167818044023130787199848224279273835352034260250746807952745844318335090363",QmZKEYDjPnRKdUqXe5mtWLQYbZgCgUvyupUecxGSGhaVmu,,2025-12-26 16:59:25.000 +0800,2025-11-18 19:00:00.150 +0800
Embryogenesis,84,"11155abd26b20b5ddf1f3de374ac9f2399df9e31610fc644c2c4a7c096726a88","44167818044023130787199848224279273835352034260250746807952745844318335090365",QmaPtCrdU7PCG8BWNaynEAYHVFt6J3CkKBNCLSMd2cvkdf,,2025-12-26 16:59:24.000 +0800,2023-05-14 14:48:24.426 +0800
Embryogenesis,85,"2d372d9f1f9aa2f20c81809d7ef9c9ad136bf634a72c56c81518fe765e0f6d96","44167818044023130787199848224279273835352034260250746807952745844318335090366",QmVZNpiMiXKCiDkE91CJhUaAe46Gf9tGGqbH1P9FMwmjyv,,2025-12-26 16:59:24.000 +0800,2022-05-03 12:34:59.024 +0800
Embryogenesis,86,"66f8e2d8a1288b3425777352d1502bef11339d2c761ce3ac5e20f91bcfb644a7","44167818044023130787199848224279273835352034260250746807952745844318335090367",QmNn5taN5tU8dMCQk7eqDHfarXj3utnq1xpdAAQwc62B4h,,2025-12-26 16:59:24.000 +0800,2022-09-28 21:23:50.057 +0800
Embryogenesis,88,"19b0bad9198912b8bfb5fa8937d305cdb9620ccc78761552451478b6e57d45a1","44167818044023130787199848224279273835352034260250746807952745844318335090369",Qmf6BCasE5xt1PyPXjqH3Z6vGX76Qe2eVzcZ64Z6KLuwCj,,2025-12-26 16:59:24.000 +0800,2022-09-28 21:49:53.763 +0800
Embryogenesis,89,"43bc028d20fa33edbaf1aeab0b468b615d040df11bfac47865ea93b4cf89ebb7","44167818044023130787199848224279273835352034260250746807952745844318335090370",QmTtHbAz71nUNJc17ACGonxqZrQdeZLJ2krmWDW2YVR62t,,2025-12-26 16:59:24.000 +0800,2022-03-05 09:31:26.785 +0800
Embryogenesis,92,"0c16a67e8dffbd8b2eb8912a471ebab8a89861933c3008ccff2cb03b38bcaaa7","44167818044023130787199848224279273835352034260250746807952745844318335090373",QmZDMTE92BfdnWQjyg7r6zQmkvBUdnnjiRtgw5MnDPuk5F,,2025-12-26 16:59:24.000 +0800,2023-04-07 00:32:59.339 +0800
Embryogenesis,94,"87fd1d97eb4a2b992b7bebb413b26f228373e801e92c19fbe5158a769f914e52","44167818044023130787199848224279273835352034260250746807952745844318335090375",Qmf64GLHssyjRtqJNwXrTcXRn4HKS13UQH1omWKMrrikUD,,2025-12-26 16:59:25.000 +0800,2022-12-22 09:13:54.085 +0800
Embryogenesis,95,"436d01f37c2cb9a20d882538ccecaa59f8be74806ce5848516ae36a2e3f9868c","44167818044023130787199848224279273835352034260250746807952745844318335090376",QmeC1Wb3KpxFn5b3fnExjaGHoGUXa8kRKjjNRt25FQ6fJF,,2025-12-26 16:59:24.000 +0800,2023-04-08 00:11:49.017 +0800
Embryogenesis,97,"85adaa728a6278fec29ccd40d60f743c28af876e81e353a15a0df31fab36a297","44167818044023130787199848224279273835352034260250746807952745844318335090378",QmbLQtZyx6eufDJoh5CTyNDSbRE4YsbwR9uWhokdXF1pTE,,2025-12-26 16:59:25.000 +0800,2023-06-01 12:11:33.462 +0800
Embryogenesis,98,beeaec90d41fca27e995a0806a41c73d6840073b14cfbe45f72f173da741d080,"44167818044023130787199848224279273835352034260250746807952745844318335090379",QmZAYjcitGinMcMvatu5LWEyERDwkWfVCX766TN1F9hCUK,,2025-12-26 16:59:25.000 +0800,2023-05-31 07:58:33.742 +0800
Embryogenesis,99,"9fc9a816649437f796fd7aaeb2de7a3c1925836d28ed88191a56569057964259","44167818044023130787199848224279273835352034260250746807952745844318335090380",QmUFqAByPfRCivzw6pNbwuhkzqtrqzawurkTWvqobmEsZJ,,2025-12-26 16:59:25.000 +0800,2022-07-16 13:06:41.266 +0800
Embryogenesis,100,"75f686748283cc23e573f07e53fd2aa936f68060fad60dff998f3fabba94cbc4","44167818044023130787199848224279273835352034260250746807952745844318335090381",QmbuAEzsWgZeFPbe6sa5aNH5TTiRq3YjoS2NnSum1JSaBg,,2025-12-26 16:59:24.000 +0800,2023-05-20 19:53:45.266 +0800
Tapestry,1,"46a8fe8d59a5234e7836b1b6ebe0544e56c154b8871559afad89a973ec65a6ce","101362471285429083780124202340658617171206831615691583616293320663748173329692",QmSz7Hg6iUZ69LtGeixXQxNLh36sFbpG6matkWtoXmecA4,,2025-12-26 16:59:24.000 +0800,2023-04-12 14:20:58.833 +0800
